Frequency Set (GHz)	THz Photocurrent (nA)	Delay Length (mm)	Frequency Act (GHz)	(Frequency corr. smooth (GHz))	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Offset Fit	Amplitude FFT	Phase FFT	Frequency FFT	Offset FFT	Timestamp (s)
244.400	0.004	0.000	244.010	243.946	15.430	0.801	1.663	0.909	0.000	0.785	1.663	2486203.853	1740149712.450
244.600	0.004	0.000	244.219	244.159	12.590	1.408	1.664	0.232	0.000	1.392	1.664	146531.694	1740149712.765
244.800	0.040	0.000	244.429	244.365	9.713	2.199	1.666	-0.956	0.000	2.189	1.666	2019552.288	1740149713.095
245.000	-0.041	0.000	244.628	244.571	8.745	2.406	1.667	0.024	0.000	2.397	1.667	17805.404	1740149713.410
245.200	-0.055	0.000	244.826	244.771	17.503	3.153	1.669	-1.235	0.000	2.893	1.669	4201108.945	1740149713.711
245.400	0.002	0.000	245.023	244.965	19.296	4.192	1.670	-0.526	0.000	3.931	1.670	949543.615	1740149714.040
245.600	0.011	0.000	245.221	245.169	20.721	5.065	1.671	0.390	0.000	4.828	1.671	285817.034	1740149714.332
245.800	-0.027	0.000	245.435	245.371	25.447	5.901	1.673	2.548	0.000	5.683	1.673	15199002.638	1740149714.656
246.000	0.008	0.000	245.622	245.568	27.565	0.857	1.674	1.000	0.000	0.843	1.674	2922546.170	1740149714.959
246.200	0.000	0.000	245.827	245.767	18.398	1.458	1.675	0.205	0.000	1.446	1.675	139081.529	1740149715.283
246.400	-0.006	0.000	246.024	245.970	30.840	2.169	1.677	-1.796	0.000	2.157	1.677	6850819.251	1740149715.575
246.600	0.026	0.000	246.223	246.167	33.845	3.379	1.678	-2.724	0.000	3.223	1.678	16155213.394	1740149715.876
246.800	0.009	0.000	246.437	246.369	30.816	4.263	1.679	-0.933	0.000	4.115	1.679	2461630.058	1740149716.219
247.000	0.025	0.000	246.628	246.574	35.983	5.277	1.681	2.305	0.000	5.144	1.681	9525424.234	1740149716.517
247.200	-0.033	0.000	246.827	246.768	26.870	0.086	1.682	2.533	0.000	0.081	1.682	13122102.060	1740149716.838
247.400	0.013	0.000	247.026	246.970	29.778	0.641	1.683	1.209	0.000	0.630	1.683	3325824.738	1740149717.133
247.600	-0.012	0.000	247.231	247.168	38.527	1.762	1.685	-1.315	0.000	1.751	1.685	2953177.010	1740149717.453
247.800	0.009	0.000	247.442	247.373	27.559	2.965	1.686	-2.842	0.000	2.900	1.686	15810902.721	1740149717.786
248.000	-0.017	0.000	247.627	247.573	25.533	3.542	1.688	-1.765	0.000	3.492	1.688	5832364.012	1740149718.080
248.200	-0.047	0.000	247.829	247.768	31.053	4.610	1.689	-0.093	0.000	4.569	1.689	142052.833	1740149718.393
248.400	0.033	0.000	248.007	247.956	20.772	5.440	1.690	1.193	0.000	5.418	1.690	2616975.160	1740149718.656
248.600	0.026	0.000	248.199	248.142	26.176	6.127	1.692	2.059	0.000	-0.161	1.692	7472592.725	1740149718.958
248.800	0.009	0.000	248.415	248.350	23.277	1.022	1.693	1.113	0.000	1.019	1.693	2718806.932	1740149719.277
249.000	-0.026	0.000	248.623	248.563	16.527	1.842	1.694	-0.134	0.000	1.847	1.694	101.822	1740149719.593
249.200	-0.031	0.000	248.823	248.766	18.447	2.341	1.696	-1.361	0.000	2.359	1.696	3096863.126	1740149719.898
249.400	-0.003	0.000	249.034	248.973	19.913	3.385	1.697	-2.011	0.000	3.410	1.697	7476332.152	1740149720.252
249.600	0.063	0.000	249.253	249.196	18.272	4.189	1.698	-0.461	0.000	4.214	1.698	347178.456	1740149720.582
249.800	0.011	0.000	249.444	249.385	23.061	4.935	1.700	0.557	0.000	4.977	1.700	222336.649	1740149720.907
250.000	-0.013	0.000	249.639	249.584	23.026	5.999	1.701	2.305	0.000	-0.237	1.701	7289538.388	1740149721.232
250.200	0.005	0.000	249.823	249.774	21.895	0.419	1.703	1.583	0.000	0.467	1.703	3710393.715	1740149721.527
250.400	0.016	0.000	250.029	249.970	28.165	1.310	1.704	0.537	0.000	1.369	1.704	773374.612	1740149721.838
250.600	0.012	0.000	250.231	250.173	27.015	2.372	1.705	-2.083	0.000	2.445	1.705	5497185.485	1740149722.154
250.800	-0.004	0.000	250.426	250.366	23.714	3.453	1.707	-2.508	0.000	3.529	1.707	9632042.230	1740149722.462
251.000	0.034	0.000	250.629	250.568	18.808	4.140	1.708	-1.240	0.000	4.227	1.708	3350199.419	1740149722.790
251.200	-0.010	0.000	250.821	250.771	19.894	4.835	1.709	1.043	0.000	4.934	1.709	1290185.281	1740149723.092
251.400	-0.017	0.000	251.027	250.969	22.242	5.686	1.711	2.127	0.000	5.798	1.711	5772711.746	1740149723.383
251.600	-0.039	0.000	251.226	251.167	21.171	0.343	1.712	2.217	0.000	0.450	1.712	6881397.009	1740149723.709
251.800	-0.016	0.000	251.428	251.369	22.453	1.145	1.713	0.424	0.000	1.260	1.713	597576.215	1740149724.023
252.000	-0.010	0.000	251.623	251.567	21.905	2.026	1.715	-1.631	0.000	2.159	1.715	2861756.720	1740149724.330
252.200	-0.020	0.000	251.822	251.762	23.120	2.760	1.716	-2.233	0.000	2.899	1.716	5245091.653	1740149724.626
252.400	0.006	0.000	252.003	251.954	28.350	3.622	1.718	-3.063	0.000	3.750	1.718	15630937.152	1740149724.897
252.600	0.000	0.000	252.203	252.141	30.613	4.753	1.719	-0.003	0.000	4.931	1.719	360566.372	1740149725.212
252.800	-0.002	0.000	252.373	252.331	23.614	5.673	1.720	1.873	0.000	5.551	1.720	3420675.097	1740149725.448
253.000	0.012	0.000	252.598	252.528	23.614	0.346	1.722	2.053	0.000	0.519	1.722	5755758.754	1740149725.786
253.200	-0.026	0.000	252.804	252.750	18.843	1.312	1.723	-0.163	0.000	1.558	1.723	38388.074	1740149726.088
253.400	-0.012	0.000	253.017	252.957	15.841	2.003	1.724	-1.594	0.000	2.276	1.724	2869846.174	1740149726.402
253.600	0.019	0.000	253.219	253.161	13.257	2.611	1.726	-1.137	0.000	2.894	1.726	1163340.159	1740149726.727
253.800	-0.019	0.000	253.421	253.368	20.073	3.224	1.727	-2.733	0.000	3.513	1.727	9528791.612	1740149727.017
254.000	0.002	0.000	253.640	253.569	21.704	4.160	1.728	-0.599	0.000	4.143	1.728	713155.968	1740149727.359
254.200	0.028	0.000	253.821	253.773	28.649	5.060	1.730	2.191	0.000	4.980	1.730	5585091.811	1740149727.664
254.400	-0.112	0.000	254.025	253.969	25.318	6.106	1.731	3.262	0.000	0.179	1.731	11388540.822	1740149727.971
254.600	-0.077	0.000	254.221	254.166	28.607	0.380	1.732	2.075	0.000	0.838	1.732	4278544.027	1740149728.258
254.800	0.012	0.000	254.422	254.367	39.374	1.404	1.734	-0.764	0.000	1.834	1.734	456216.520	1740149728.572
255.000	-0.002	0.000	254.641	254.570	38.806	2.567	1.735	-3.570	0.000	2.976	1.735	10771340.218	1740149728.907
255.200	0.054	0.000	254.827	254.773	45.379	3.543	1.737	-4.515	0.000	3.530	1.737	23557069.684	1740149729.211
255.400	0.047	0.000	255.032	254.971	40.274	4.715	1.738	0.973	0.000	4.672	1.738	165956.454	1740149729.528
255.600	-0.018	0.000	255.226	255.170	31.113	5.690	1.739	3.891	0.000	5.628	1.739	15582752.761	1740149729.819
255.800	-0.053	0.000	255.428	255.370	28.870	0.177	1.741	3.323	0.000	0.708	1.741	12026649.686	1740149730.129
256.000	-0.019	0.000	255.590	255.543	27.514	0.969	1.742	1.565	0.000	1.518	1.742	4379330.517	1740149730.399
256.200	-0.042	0.000	255.808	255.744	25.077	1.765	1.743	-1.174	0.000	2.304	1.743	729077.295	1740149730.720
256.400	0.030	0.000	256.015	255.956	29.978	2.679	1.745	-4.148	0.000	3.222	1.745	18822452.037	1740149731.013
256.600	0.007	0.000	256.179	256.134	29.474	3.649	1.746	-2.923	0.000	3.632	1.746	9967709.319	1740149731.280
256.800	-0.006	0.000	256.398	256.336	25.941	4.674	1.747	0.913	0.000	4.643	1.747	469054.873	1740149731.578
257.000	0.007	0.000	256.612	256.550	19.538	5.570	1.749	2.139	0.000	5.527	1.749	3644669.381	1740149731.887
257.200	-0.020	0.000	256.835	256.762	16.170	0.131	1.750	1.218	0.000	0.774	1.750	842807.816	1740149732.217
257.400	0.003	0.000	257.030	256.972	13.528	0.787	1.752	0.743	0.000	1.437	1.752	787040.702	1740149732.547
257.600	0.009	0.000	257.225	257.173	15.757	1.340	1.753	0.294	0.000	1.992	1.753	236239.030	1740149732.846
257.800	0.002	0.000	257.420	257.366	18.997	2.122	1.754	-1.915	0.000	2.781	1.754	2904688.854	1740149733.130
258.000	-0.004	0.000	257.625	257.565	22.364	2.967	1.756	-2.997	0.000	2.955	1.756	8150941.450	1740149733.439
258.200	0.049	0.000	257.792	257.742	28.047	3.804	1.757	-2.697	0.000	3.791	1.757	8716620.752	1740149733.707
258.400	0.030	0.000	257.970	257.922	30.214	4.846	1.758	1.003	0.000	4.809	1.758	27597.832	1740149733.956
258.600	0.038	0.000	258.144	258.100	28.354	5.874	1.760	3.341	0.000	5.833	1.760	8342948.732	1740149734.234
258.800	0.001	0.000	258.377	258.317	19.300	0.698	1.761	1.666	0.000	1.462	1.761	2785488.496	1740149734.524
259.000	0.035	0.000	258.606	258.540	16.386	1.325	1.762	0.028	0.000	2.083	1.762	17126.404	1740149734.846
259.200	-0.009	0.000	258.809	258.749	16.125	2.160	1.764	-1.961	0.000	2.924	1.764	3205961.427	1740149735.163
259.400	0.017	0.000	259.016	258.960	14.577	2.724	1.765	-1.889	0.000	3.522	1.765	3077054.672	1740149735.472
259.600	0.007	0.000	259.224	259.165	22.122	3.396	1.767	-2.334	0.000	3.393	1.767	3880548.604	1740149735.803
259.800	-0.014	0.000	259.423	259.373	30.175	4.447	1.768	-0.387	0.000	4.412	1.768	750175.855	1740149736.082
260.000	0.022	0.000	259.636	259.574	35.045	5.426	1.769	4.029	0.000	5.390	1.769	12273198.641	1740149736.407
260.200	0.005	0.000	259.829	259.770	40.115	0.336	1.771	4.234	0.000	1.215	1.771	14786165.804	1740149736.718
260.400	0.046	0.000	260.031	259.970	35.474	1.370	1.772	-0.445	0.000	2.237	1.772	5271.735	1740149737.042
260.600	-0.033	0.000	260.225	260.171	30.323	2.317	1.773	-3.133	0.000	3.195	1.773	6157130.677	1740149737.341
260.800	-0.031	0.000	260.431	260.368	30.905	3.125	1.775	-3.822	0.000	3.119	1.775	9911926.978	1740149737.646
261.000	0.088	0.000	260.636	260.577	32.001	4.165	1.776	-1.177	0.000	4.147	1.776	1913063.341	1740149737.973
261.200	-0.048	0.000	260.831	260.771	30.823	5.186	1.777	2.722	0.000	5.149	1.777	4361188.911	1740149738.283
261.400	-0.012	0.000	261.030	260.970	23.780	6.236	1.779	3.078	0.000	0.926	1.779	6935614.087	1740149738.600
261.600	0.028	0.000	261.226	261.168	17.736	0.769	1.780	0.966	0.000	1.751	1.780	647774.284	1740149738.917
261.800	0.081	0.000	261.426	261.370	12.749	1.414	1.781	-0.090	0.000	2.387	1.781	16563.383	1740149739.206
262.000	-0.049	0.000	261.650	261.579	14.405	1.916	1.783	-0.884	0.000	2.896	1.783	252519.864	1740149739.552
262.200	0.041	0.000	261.826	261.773	16.646	2.625	1.784	-1.623	0.000	3.637	1.784	1028044.109	1740149739.847
262.400	0.072	0.000	262.028	261.969	22.489	3.256	1.786	-3.045	0.000	3.257	1.786	7076342.865	1740149740.168
262.600	-0.030	0.000	262.225	262.169	31.226	4.387	1.787	-0.350	0.000	4.365	1.787	645118.498	1740149740.471
262.800	-0.046	0.000	262.432	262.369	28.337	5.443	1.788	3.267	0.000	5.414	1.788	6938258.539	1740149740.772
263.000	0.045	0.000	262.642	262.576	30.399	0.131	1.790	3.941	0.000	1.222	1.790	11531880.206	1740149741.090
263.200	-0.026	0.000	262.786	262.747	29.361	1.017	1.791	0.472	0.000	2.106	1.791	147562.431	1740149741.351
263.400	0.027	0.000	263.001	262.942	27.933	1.880	1.792	-1.899	0.000	2.975	1.792	1401728.024	1740149741.648
263.600	-0.022	0.000	263.217	263.155	27.757	3.013	1.794	-3.482	0.000	3.003	1.794	7329963.853	1740149741.974
263.800	-0.017	0.000	263.423	263.362	23.679	4.031	1.795	-1.366	0.000	4.013	1.795	1771493.917	1740149742.286
264.000	0.019	0.000	263.620	263.563	17.143	4.916	1.796	1.377	0.000	4.889	1.796	1225881.632	1740149742.592
264.200	0.005	0.000	263.821	263.763	17.766	5.437	1.798	1.327	0.000	5.413	1.798	288392.181	1740149742.913
264.400	0.044	0.000	264.025	263.969	17.905	0.190	1.799	1.558	0.000	1.388	1.799	919549.973	1740149743.201
264.600	-0.038	0.000	264.235	264.168	15.890	0.789	1.801	1.274	0.000	1.990	1.801	1691238.645	1740149743.522
264.800	0.021	0.000	264.399	264.354	22.757	1.593	1.802	-0.902	0.000	2.793	1.802	207743.507	1740149743.797
265.000	-0.029	0.000	264.589	264.538	20.339	2.570	1.803	-1.764	0.000	3.798	1.803	268956.175	1740149744.063
265.200	-0.036	0.000	264.804	264.737	23.009	3.491	1.805	-2.437	0.000	3.491	1.805	4307696.521	1740149744.372
265.400	-0.079	0.000	264.988	264.935	18.561	4.566	1.806	0.934	0.000	4.535	1.806	588738.250	1740149744.671
265.600	0.004	0.000	265.201	265.143	13.325	5.393	1.807	1.654	0.000	5.377	1.807	1303056.679	1740149744.958
265.800	0.002	0.000	265.419	265.355	14.001	5.973	1.809	1.554	0.000	0.984	1.809	986337.366	1740149745.287
266.000	-0.023	0.000	265.606	265.554	15.078	0.575	1.810	1.041	0.000	1.891	1.810	820092.454	1740149745.587
266.200	0.042	0.000	265.779	265.740	13.814	1.285	1.811	-0.166	0.000	2.602	1.811	17165.654	1740149745.822
266.400	-0.016	0.000	266.015	265.942	14.709	2.073	1.813	-1.944	0.000	3.395	1.813	3176484.509	1740149746.161
266.600	-0.016	0.000	266.233	266.168	17.093	3.182	1.814	-1.676	0.000	3.186	1.814	911861.347	1740149746.487
266.800	-0.012	0.000	266.427	266.365	14.003	3.903	1.815	-0.915	0.000	3.895	1.815	681202.583	1740149746.803
267.000	-0.040	0.000	266.593	266.551	15.510	4.535	1.817	0.365	0.000	4.513	1.817	38331.497	1740149747.044
267.200	-0.078	0.000	266.812	266.747	16.474	5.415	1.818	1.622	0.000	5.393	1.818	560311.341	1740149747.362
267.400	0.029	0.000	267.031	266.960	18.823	6.228	1.820	1.973	0.000	1.377	1.820	1132476.529	1740149747.687
267.600	-0.024	0.000	267.220	267.163	21.582	0.884	1.821	1.097	0.000	2.308	1.821	750512.156	1740149747.999
267.800	0.031	0.000	267.421	267.363	21.258	1.792	1.822	-1.941	0.000	3.218	1.822	2976441.078	1740149748.304
268.000	-0.062	0.000	267.627	267.567	26.446	2.472	1.824	-3.790	0.000	3.929	1.824	8064895.123	1740149748.600
268.200	0.015	0.000	267.836	267.771	31.638	3.718	1.825	-2.445	0.000	3.709	1.825	2761015.875	1740149748.922
268.400	0.012	0.000	268.053	267.980	29.083	4.622	1.826	0.733	0.000	4.599	1.826	3380.514	1740149749.255
268.600	-0.034	0.000	268.233	268.175	38.153	5.678	1.828	4.679	0.000	5.662	1.828	8165547.490	1740149749.573
268.800	-0.004	0.000	268.429	268.374	31.794	0.494	1.829	3.482	0.000	2.017	1.829	8546753.164	1740149749.892
269.000	0.000	0.000	268.627	268.574	29.690	1.422	1.830	-0.211	0.000	2.946	1.830	117255.547	1740149750.181
269.200	0.011	0.000	268.830	268.770	28.664	2.416	1.832	-3.588	0.000	3.957	1.832	4861129.057	1740149750.507
269.400	-0.011	0.000	269.045	268.980	23.752	3.392	1.833	-2.768	0.000	3.389	1.833	3681196.677	1740149750.833
269.600	0.028	0.000	269.230	269.174	24.820	4.334	1.835	-0.100	0.000	4.311	1.835	81440.875	1740149751.144
269.800	-0.003	0.000	269.431	269.372	16.741	5.361	1.836	1.877	0.000	5.338	1.836	1512970.824	1740149751.469
270.000	0.071	0.000	269.631	269.576	13.664	6.131	1.837	1.391	0.000	1.464	1.837	351083.458	1740149751.758
270.200	0.075	0.000	269.831	269.772	9.005	0.311	1.839	1.272	0.000	1.930	1.839	1137789.229	1740149752.082
270.400	-0.030	0.000	270.036	269.976	12.471	0.896	1.840	0.212	0.000	2.533	1.840	3635.097	1740149752.392
270.600	-0.076	0.000	270.228	270.170	12.936	1.574	1.841	-0.312	0.000	3.213	1.841	8940.432	1740149752.712
270.800	0.036	0.000	270.429	270.373	20.300	2.325	1.843	-2.800	0.000	3.984	1.843	4034028.458	1740149753.037
271.000	-0.002	0.000	270.621	270.572	22.838	3.619	1.844	-1.836	0.000	3.613	1.844	1430339.787	1740149753.352
271.200	0.007	0.000	270.822	270.772	19.258	4.516	1.845	0.680	0.000	4.494	1.845	170658.310	1740149753.642
271.400	0.007	0.000	271.027	270.968	21.724	5.400	1.847	2.732	0.000	5.378	1.847	2882420.486	1740149753.958
271.600	0.006	0.000	271.225	271.164	19.295	0.118	1.848	2.852	0.000	1.857	1.848	5343145.917	1740149754.279
271.800	-0.025	0.000	271.427	271.370	17.843	0.931	1.850	1.023	0.000	2.671	1.850	1104799.744	1740149754.583
272.000	0.043	0.000	271.629	271.568	18.137	1.895	1.851	-1.691	0.000	3.637	1.851	1029938.874	1740149754.902
272.200	-0.009	0.000	271.830	271.772	14.357	2.720	1.852	-2.471	0.000	4.500	1.852	3575586.243	1740149755.206
272.400	0.040	0.000	272.034	271.970	15.394	3.408	1.854	-2.070	0.000	3.404	1.854	2524232.159	1740149755.517
272.600	-0.001	0.000	272.233	272.169	17.540	4.246	1.855	0.224	0.000	4.229	1.855	371402.205	1740149755.833
272.800	-0.025	0.000	272.433	272.371	17.201	5.227	1.856	1.932	0.000	5.199	1.856	1525400.933	1740149756.153
273.000	0.063	0.000	272.634	272.575	19.898	6.013	1.858	2.623	0.000	1.569	1.858	1734848.553	1740149756.472
273.200	-0.044	0.000	272.813	272.764	20.605	0.789	1.859	1.883	0.000	2.636	1.859	4162410.727	1740149756.737
273.400	-0.007	0.000	272.975	272.931	17.141	1.527	1.860	-0.660	0.000	3.379	1.860	27864.650	1740149756.994
273.600	0.062	0.000	273.198	273.132	18.575	2.430	1.862	-2.343	0.000	4.301	1.862	1388951.771	1740149757.308
273.800	-0.026	0.000	273.413	273.351	15.839	3.480	1.863	-1.597	0.000	3.479	1.863	996282.426	1740149757.607
274.000	-0.081	0.000	273.618	273.553	14.289	4.379	1.864	0.610	0.000	4.348	1.864	602305.973	1740149757.945
274.200	-0.001	0.000	273.818	273.765	12.911	5.287	1.866	1.022	0.000	5.249	1.866	14200.828	1740149758.247
274.400	0.018	0.000	274.021	273.961	10.410	5.898	1.867	1.791	0.000	5.888	1.867	1681951.503	1740149758.567
274.600	-0.003	0.000	274.224	274.169	13.061	0.343	1.869	1.566	0.000	2.317	1.869	1426492.861	1740149758.857
274.800	0.000	0.000	274.432	274.370	12.663	1.328	1.870	-0.373	0.000	3.291	1.870	9924.644	1740149759.177
275.000	-0.045	0.000	274.596	274.551	11.079	1.985	1.871	-0.905	0.000	3.961	1.871	31759.289	1740149759.452
275.200	0.034	0.000	274.801	274.745	12.264	2.525	1.873	-1.740	0.000	4.520	1.873	1173004.836	1740149759.736
275.400	-0.025	0.000	275.016	274.954	16.062	3.461	1.874	-1.326	0.000	3.464	1.874	158091.489	1740149760.062
275.600	-0.031	0.000	275.227	275.162	17.793	4.447	1.875	0.644	0.000	4.417	1.875	353928.312	1740149760.394
275.800	-0.001	0.000	275.420	275.368	20.364	5.357	1.877	2.181	0.000	5.327	1.877	798671.388	1740149760.698
276.000	0.003	0.000	275.597	275.555	20.588	6.144	1.878	3.247	0.000	1.932	1.878	4977429.060	1740149760.962
276.200	-0.017	0.000	275.810	275.749	25.450	0.798	1.879	1.262	0.000	2.882	1.879	523632.050	1740149761.276
276.400	-0.008	0.000	276.031	275.961	24.034	2.003	1.881	-2.075	0.000	4.079	1.881	643069.724	1740149761.602
276.600	-0.068	0.000	276.224	276.164	24.469	2.790	1.882	-2.809	0.000	4.901	1.882	1099372.830	1740149761.914
276.800	-0.013	0.000	276.426	276.368	24.980	3.855	1.884	-1.468	0.000	3.846	1.884	524848.506	1740149762.225
277.000	0.008	0.000	276.626	276.568	20.751	4.871	1.885	0.887	0.000	4.834	1.885	39345.843	1740149762.536
277.200	-0.011	0.000	276.826	276.773	22.117	5.650	1.886	2.654	0.000	5.627	1.886	1234106.935	1740149762.832
277.400	0.055	0.000	276.981	276.944	22.493	0.165	1.888	2.442	0.000	2.352	1.888	1946545.725	1740149763.092
277.600	-0.029	0.000	277.166	277.118	20.317	1.094	1.889	1.083	0.000	3.271	1.889	2155631.572	1740149763.351
277.800	0.027	0.000	277.384	277.320	18.854	1.949	1.890	-1.378	0.000	4.131	1.890	136541.025	1740149763.657
278.000	0.001	0.000	277.602	277.538	19.249	3.059	1.892	-2.269	0.000	3.064	1.892	1019521.988	1740149763.983
278.200	0.006	0.000	277.811	277.755	15.992	3.966	1.893	-0.406	0.000	3.964	1.893	4687.428	1740149764.268
278.400	0.049	0.000	278.019	277.959	13.755	4.998	1.894	0.587	0.000	4.967	1.894	41426.206	1740149764.588
278.600	-0.012	0.000	278.234	278.170	10.140	5.720	1.896	1.059	0.000	5.715	1.896	11409.989	1740149764.908
278.800	-0.049	0.000	278.432	278.369	9.388	6.191	1.897	1.289	0.000	2.203	1.897	435282.106	1740149765.226
279.000	0.115	0.000	278.631	278.572	13.482	0.492	1.899	1.249	0.000	2.808	1.899	622423.072	1740149765.555
279.200	-0.047	0.000	278.829	278.776	17.001	1.576	1.900	-1.436	0.000	3.867	1.900	1738782.243	1740149765.847
279.400	0.012	0.000	279.026	278.970	18.608	2.592	1.901	-2.121	0.000	4.913	1.901	585891.814	1740149766.167
279.600	-0.017	0.000	279.240	279.178	16.720	3.687	1.903	-0.716	0.000	3.680	1.903	16611.439	1740149766.490
279.800	0.005	0.000	279.427	279.371	15.083	4.582	1.904	0.708	0.000	4.558	1.904	107630.350	1740149766.799
280.000	0.034	0.000	279.619	279.564	13.817	5.398	1.905	2.105	0.000	5.369	1.905	1636418.261	1740149767.102
280.200	-0.017	0.000	279.825	279.767	9.960	6.216	1.907	0.989	0.000	2.325	1.907	28280.496	1740149767.422
280.400	-0.030	0.000	280.030	279.970	12.140	0.347	1.908	1.266	0.000	2.764	1.908	242117.285	1740149767.715
280.600	-0.031	0.000	280.244	280.175	13.774	1.455	1.909	-0.035	0.000	3.865	1.909	253373.924	1740149768.042
280.800	-0.054	0.000	280.437	280.374	15.856	2.174	1.911	-1.372	0.000	4.593	1.911	35534.409	1740149768.362
281.000	0.010	0.000	280.630	280.572	19.855	3.261	1.912	-2.167	0.000	3.273	1.912	718767.414	1740149768.673
281.200	-0.028	0.000	280.833	280.772	12.793	4.278	1.913	-0.379	0.000	4.253	1.913	156917.798	1740149768.988
281.400	-0.013	0.000	281.031	280.972	17.477	4.935	1.915	1.408	0.000	4.900	1.915	516150.556	1740149769.285
281.600	-0.003	0.000	281.240	281.170	16.498	6.160	1.916	1.221	0.000	2.384	1.916	79424.898	1740149769.620
281.800	-0.005	0.000	281.435	281.377	12.361	0.559	1.918	0.602	0.000	3.079	1.918	16563.629	1740149769.929
282.000	0.052	0.000	281.631	281.571	14.888	1.373	1.919	-0.048	0.000	3.880	1.919	149736.157	1740149770.246
282.200	-0.014	0.000	281.827	281.769	14.412	2.412	1.920	-1.896	0.000	4.937	1.920	899855.141	1740149770.538
282.400	0.064	0.000	282.033	281.970	13.957	3.212	1.922	-1.085	0.000	3.219	1.922	81.062	1740149770.852
282.600	0.007	0.000	282.246	282.176	13.437	4.367	1.923	0.581	0.000	4.347	1.923	380113.933	1740149771.182
282.800	-0.098	0.000	282.431	282.374	8.061	5.351	1.924	1.161	0.000	5.333	1.924	961268.281	1740149771.489
283.000	-0.034	0.000	282.632	282.573	6.795	5.702	1.926	0.289	0.000	5.673	1.926	162324.914	1740149771.808
283.200	0.019	0.000	282.834	282.775	7.218	0.080	1.927	1.438	0.000	2.707	1.927	1793029.770	1740149772.112
283.400	0.002	0.000	283.033	282.970	6.093	0.457	1.928	0.888	0.000	3.078	1.928	672401.297	1740149772.410
283.600	-0.006	0.000	283.242	283.174	11.081	1.240	1.930	0.031	0.000	3.863	1.930	38459.124	1740149772.737
283.800	-0.018	0.000	283.443	283.380	14.920	2.064	1.931	-1.042	0.000	4.700	1.931	3936.930	1740149773.058
284.000	0.010	0.000	283.629	283.573	17.176	3.114	1.933	-2.057	0.000	3.114	1.933	896833.405	1740149773.377
284.200	-0.031	0.000	283.830	283.774	18.355	3.997	1.934	-0.786	0.000	3.991	1.934	30348.368	1740149773.684
284.400	-0.070	0.000	284.025	283.969	24.666	4.967	1.935	1.875	0.000	4.941	1.935	628387.278	1740149773.982
284.600	-0.018	0.000	284.234	284.171	24.092	6.033	1.937	2.158	0.000	2.474	1.937	8824.388	1740149774.311
284.800	0.063	0.000	284.422	284.367	26.488	0.682	1.938	1.417	0.000	3.420	1.938	236593.898	1740149774.616
285.000	-0.021	0.000	284.627	284.565	28.154	2.005	1.939	-2.327	0.000	4.738	1.939	291458.969	1740149774.939
285.200	0.052	0.000	284.826	284.769	18.274	2.932	1.941	-2.175	0.000	2.921	1.941	508502.263	1740149775.236
285.400	-0.024	0.000	285.029	284.969	19.541	3.797	1.942	-0.684	0.000	3.785	1.942	41231.733	1740149775.550
285.600	-0.009	0.000	285.236	285.175	13.490	4.871	1.943	0.614	0.000	4.839	1.943	280.774	1740149775.875
285.800	-0.008	0.000	285.424	285.368	13.094	5.204	1.945	1.581	0.000	5.177	1.945	1225539.869	1740149776.177
286.000	-0.020	0.000	285.625	285.569	18.147	6.148	1.946	2.005	0.000	2.694	1.946	466944.090	1740149776.488
286.200	-0.011	0.000	285.827	285.764	15.689	0.800	1.948	0.938	0.000	3.635	1.948	337609.228	1740149776.815
286.400	0.008	0.000	286.027	285.970	17.597	1.768	1.949	-0.750	0.000	4.612	1.949	64827.431	1740149777.099
286.600	0.063	0.000	286.239	286.168	16.784	2.787	1.950	-1.811	0.000	5.656	1.950	97201.961	1740149777.418
286.800	-0.004	0.000	286.388	286.347	13.188	3.631	1.952	-0.722	0.000	3.615	1.952	53038.579	1740149777.687
287.000	-0.001	0.000	286.605	286.546	11.515	4.210	1.953	-0.066	0.000	4.178	1.953	103.858	1740149777.972
287.200	-0.051	0.000	286.775	286.727	12.355	4.996	1.954	-0.517	0.000	4.971	1.954	2568680.429	1740149778.248
287.400	-0.037	0.000	286.990	286.930	12.931	5.832	1.956	1.344	0.000	5.820	1.956	37748.565	1740149778.567
287.600	-0.036	0.000	287.201	287.146	13.057	0.330	1.957	1.661	0.000	3.283	1.957	1688467.978	1740149778.856
287.800	-0.018	0.000	287.420	287.358	12.215	1.292	1.958	-0.439	0.000	4.240	1.958	153755.511	1740149779.181
288.000	0.038	0.000	287.638	287.572	18.172	2.095	1.960	-1.900	0.000	5.054	1.960	727395.988	1740149779.509
288.200	-0.008	0.000	287.826	287.769	18.850	3.272	1.961	-2.186	0.000	3.264	1.961	1556990.301	1740149779.812
288.400	0.051	0.000	288.024	287.967	15.177	4.144	1.962	-0.706	0.000	4.125	1.962	361074.101	1740149780.117
288.600	0.022	0.000	288.223	288.164	17.010	4.993	1.964	0.988	0.000	4.974	1.964	15887.259	1740149780.422
288.800	0.037	0.000	288.427	288.372	15.635	6.054	1.965	1.912	0.000	2.803	1.965	662970.605	1740149780.732
289.000	0.036	0.000	288.629	288.567	13.590	0.550	1.967	0.771	0.000	3.600	1.967	7422.608	1740149781.047
289.200	-0.043	0.000	288.834	288.773	14.162	1.410	1.968	-0.353	0.000	4.468	1.968	302.296	1740149781.371
