Frequency Set (GHz)	THz Photocurrent (nA)	Delay Length (mm)	Frequency Act (GHz)	(Frequency corr. smooth (GHz))	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Offset Fit	Amplitude FFT	Phase FFT	Frequency FFT	Offset FFT	Timestamp (s)
516.400	-0.058	0.000	516.033	515.973	9.746	3.528	3.514	0.067	0.000	-1.324	3.514	61443.924	1740153382.040
516.600	0.036	0.000	516.224	516.173	8.230	4.664	3.515	0.038	0.000	-0.199	3.515	20918.216	1740153382.335
516.800	-0.019	0.000	516.428	516.368	6.741	5.291	3.517	-0.469	0.000	0.430	3.517	83388.501	1740153382.629
517.000	-0.010	0.000	516.636	516.567	8.145	6.235	3.518	-0.505	0.000	-0.075	3.518	39199.477	1740153382.962
517.200	0.011	0.000	516.830	516.771	7.612	1.001	3.519	0.330	0.000	0.970	3.519	347305.792	1740153383.274
517.400	0.023	0.000	517.027	516.971	7.022	1.833	3.521	1.282	0.000	1.786	3.521	2683318.863	1740153383.600
517.600	0.012	0.000	517.225	517.173	7.423	2.771	3.522	0.834	0.000	-1.994	3.522	653033.348	1740153383.912
517.800	-0.005	0.000	517.427	517.371	5.672	3.728	3.523	-0.099	0.000	-1.011	3.523	84858.860	1740153384.204
518.000	0.025	0.000	517.634	517.572	5.705	4.355	3.525	-0.355	0.000	-0.388	3.525	264116.188	1740153384.526
518.200	0.071	0.000	517.836	517.773	6.000	5.307	3.526	-0.831	0.000	0.565	3.526	812267.707	1740153384.851
518.400	0.027	0.000	518.036	517.977	5.588	6.099	3.528	-0.514	0.000	-0.207	3.528	403661.337	1740153385.155
518.600	0.043	0.000	518.227	518.169	6.306	0.692	3.529	-0.099	0.000	0.655	3.529	21728.619	1740153385.472
518.800	-0.009	0.000	518.423	518.368	5.902	1.632	3.530	0.479	0.000	1.603	3.530	218919.965	1740153385.760
519.000	0.050	0.000	518.586	518.541	4.880	2.304	3.532	0.625	0.000	2.261	3.532	298393.911	1740153386.035
519.200	0.003	0.000	518.809	518.745	5.735	3.083	3.533	0.849	0.000	-1.560	3.533	711501.344	1740153386.356
519.400	-0.009	0.000	519.021	518.960	5.440	4.150	3.534	0.200	0.000	-0.474	3.534	85381.914	1740153386.671
519.600	0.005	0.000	519.221	519.165	5.798	4.736	3.536	0.021	0.000	0.111	3.536	16541.833	1740153386.972
519.800	-0.050	0.000	519.438	519.370	7.136	5.787	3.537	-0.989	0.000	-0.533	3.537	811242.560	1740153387.288
520.000	0.008	0.000	519.627	519.567	6.301	0.420	3.538	-0.302	0.000	0.407	3.538	101833.540	1740153387.600
520.200	-0.037	0.000	519.827	519.767	7.737	1.263	3.540	0.365	0.000	1.234	3.540	189093.475	1740153387.924
520.400	-0.028	0.000	520.023	519.969	7.322	2.315	3.541	0.448	0.000	2.263	3.541	23258.403	1740153388.214
520.600	-0.007	0.000	520.227	520.170	6.278	3.104	3.543	0.439	0.000	-1.434	3.543	8550.014	1740153388.525
520.800	0.060	0.000	520.443	520.373	7.055	4.019	3.544	0.620	0.000	-0.503	3.544	492222.741	1740153388.855
521.000	0.025	0.000	520.624	520.570	7.499	4.977	3.545	-0.451	0.000	0.462	3.545	99747.884	1740153389.173
521.200	-0.004	0.000	520.821	520.771	6.010	5.851	3.547	-0.197	0.000	-0.456	3.547	20957.950	1740153389.469
521.400	0.009	0.000	521.028	520.968	7.134	0.409	3.548	-0.381	0.000	0.375	3.548	27855.054	1740153389.816
521.600	-0.002	0.000	521.220	521.171	6.798	1.467	3.549	1.348	0.000	1.424	3.549	3934216.865	1740153390.080
521.800	0.071	0.000	521.385	521.340	5.007	2.008	3.551	0.559	0.000	1.952	3.551	368176.339	1740153390.355
522.000	-0.005	0.000	521.602	521.539	6.562	2.782	3.552	-0.016	0.000	-1.653	3.552	296453.349	1740153390.645
522.200	-0.051	0.000	521.820	521.752	6.478	3.915	3.553	0.153	0.000	-0.506	3.553	9818.093	1740153390.970
522.400	-0.009	0.000	521.986	521.942	6.115	4.636	3.555	0.034	0.000	0.226	3.555	11203.783	1740153391.244
522.600	0.015	0.000	522.204	522.144	6.905	5.620	3.556	-0.973	0.000	1.227	3.556	931185.302	1740153391.551
522.800	-0.010	0.000	522.411	522.350	5.148	0.342	3.558	0.058	0.000	0.305	3.558	157481.809	1740153391.845
523.000	-0.005	0.000	522.626	522.562	5.903	0.933	3.559	-0.032	0.000	0.907	3.559	2723.710	1740153392.164
523.200	0.049	0.000	522.826	522.764	6.422	2.014	3.560	0.561	0.000	1.987	3.560	248899.293	1740153392.484
523.400	0.050	0.000	523.025	522.969	5.067	2.841	3.562	0.748	0.000	-1.500	3.562	412191.959	1740153392.793
523.600	0.010	0.000	523.227	523.169	5.832	3.556	3.563	0.782	0.000	-0.758	3.563	688962.653	1740153393.121
523.800	-0.004	0.000	523.424	523.371	6.580	4.436	3.564	-0.772	0.000	0.151	3.564	1195012.451	1740153393.411
524.000	-0.033	0.000	523.636	523.574	6.991	5.319	3.566	-0.466	0.000	1.017	3.566	49967.259	1740153393.741
524.200	0.041	0.000	523.824	523.770	8.427	6.240	3.567	-0.746	0.000	-0.060	3.567	309022.657	1740153394.043
524.400	0.060	0.000	524.028	523.969	8.248	1.042	3.568	-0.629	0.000	1.005	3.568	592139.018	1740153394.388
524.600	0.032	0.000	524.220	524.174	7.368	1.863	3.570	1.080	0.000	1.835	3.570	1735705.013	1740153394.650
524.800	0.016	0.000	524.424	524.365	7.948	2.720	3.571	0.903	0.000	-1.500	3.571	556690.082	1740153394.964
525.000	-0.002	0.000	524.638	524.568	7.434	3.741	3.572	0.218	0.000	-0.455	3.572	3942.507	1740153395.286
525.200	-0.033	0.000	524.831	524.769	8.342	4.594	3.574	-0.353	0.000	0.411	3.574	74555.809	1740153395.605
525.400	0.005	0.000	525.036	524.974	7.748	5.693	3.575	-0.563	0.000	-0.618	3.575	50706.633	1740153395.926
525.600	0.092	0.000	525.225	525.171	7.101	0.272	3.577	-0.575	0.000	0.255	3.577	334628.327	1740153396.210
525.800	0.041	0.000	525.428	525.368	6.049	1.147	3.578	-0.043	0.000	1.128	3.578	13190.485	1740153396.530
526.000	-0.039	0.000	525.648	525.578	6.419	1.893	3.579	0.089	0.000	1.846	3.579	16899.659	1740153396.855
526.200	-0.013	0.000	525.833	525.775	7.158	2.849	3.581	0.822	0.000	-1.271	3.581	605889.468	1740153397.165
526.400	0.003	0.000	526.031	525.971	6.665	3.925	3.582	0.204	0.000	-0.166	3.582	15258.809	1740153397.480
526.600	-0.006	0.000	526.232	526.173	5.265	4.706	3.583	-0.100	0.000	0.602	3.583	1538.585	1740153397.803
526.800	0.022	0.000	526.433	526.378	5.891	5.436	3.585	-1.124	0.000	1.348	3.585	1778278.973	1740153398.086
527.000	-0.006	0.000	526.585	526.543	5.553	0.102	3.586	-0.502	0.000	0.083	3.586	211859.268	1740153398.369
527.200	0.098	0.000	526.804	526.745	4.818	0.833	3.587	-0.444	0.000	0.810	3.587	193552.648	1740153398.670
527.400	-0.039	0.000	527.012	526.953	5.085	1.710	3.589	0.393	0.000	1.680	3.589	48479.004	1740153398.983
527.600	0.003	0.000	527.221	527.163	4.667	2.522	3.590	0.840	0.000	2.467	3.590	1001789.769	1740153399.290
527.800	0.028	0.000	527.376	527.335	4.983	3.239	3.592	0.341	0.000	-0.758	3.592	3.863	1740153399.551
528.000	-0.032	0.000	527.599	527.537	5.365	4.123	3.593	0.005	0.000	0.160	3.593	20270.122	1740153399.839
528.200	0.072	0.000	527.823	527.747	4.659	4.968	3.594	-0.338	0.000	0.997	3.594	72628.855	1740153400.155
528.400	0.001	0.000	527.984	527.939	5.487	5.609	3.596	-0.004	0.000	1.644	3.596	219558.243	1740153400.430
528.600	-0.032	0.000	528.201	528.140	6.928	0.301	3.597	-0.810	0.000	0.277	3.597	803590.182	1740153400.716
528.800	-0.031	0.000	528.418	528.351	6.694	1.311	3.598	0.366	0.000	1.296	3.598	261123.858	1740153401.034
529.000	0.012	0.000	528.579	528.535	7.018	2.060	3.600	-0.272	0.000	2.025	3.600	671666.659	1740153401.310
529.200	-0.010	0.000	528.802	528.741	7.993	3.147	3.601	0.637	0.000	-0.749	3.601	159015.589	1740153401.601
529.400	0.005	0.000	529.010	528.950	7.503	4.202	3.602	0.200	0.000	0.334	3.602	59724.120	1740153401.911
529.600	0.033	0.000	529.235	529.162	6.628	5.156	3.604	-0.971	0.000	1.287	3.604	987046.392	1740153402.242
529.800	0.071	0.000	529.422	529.366	6.435	6.022	3.605	-0.625	0.000	-0.304	3.605	260880.363	1740153402.546
530.000	-0.032	0.000	529.624	529.564	6.593	0.717	3.606	0.038	0.000	0.681	3.606	104763.272	1740153402.871
530.200	0.034	0.000	529.828	529.771	5.425	1.564	3.608	0.023	0.000	1.543	3.608	64060.604	1740153403.154
530.400	0.013	0.000	530.037	529.973	5.814	2.316	3.609	0.220	0.000	2.263	3.609	1.585	1740153403.479
530.600	0.002	0.000	530.235	530.174	5.579	3.293	3.611	0.781	0.000	-0.485	3.611	551784.973	1740153403.799
530.800	-0.053	0.000	530.429	530.373	5.826	4.018	3.612	0.797	0.000	0.273	3.612	1196724.164	1740153404.109
531.000	-0.016	0.000	530.632	530.570	6.093	4.984	3.613	-0.853	0.000	1.219	3.613	774629.475	1740153404.429
531.200	0.005	0.000	530.836	530.775	5.570	5.926	3.615	-0.133	0.000	-0.406	3.615	80351.087	1740153404.742
531.400	0.000	0.000	531.040	530.982	5.656	0.502	3.616	-0.232	0.000	0.494	3.616	83065.711	1740153405.048
531.600	0.010	0.000	531.195	531.150	5.857	1.274	3.617	0.683	0.000	1.253	3.617	624163.633	1740153405.320
531.800	0.004	0.000	531.410	531.348	4.621	2.174	3.619	0.726	0.000	2.151	3.619	417107.681	1740153405.641
532.000	-0.055	0.000	531.611	531.557	4.399	2.857	3.620	0.370	0.000	-0.817	3.620	20112.793	1740153405.933
532.200	-0.091	0.000	531.834	531.766	5.228	3.637	3.621	0.498	0.000	-0.019	3.621	227365.688	1740153406.250
532.400	0.004	0.000	532.027	531.965	6.157	4.485	3.623	-0.400	0.000	0.854	3.623	156823.179	1740153406.578
532.600	0.003	0.000	532.225	532.171	7.054	5.386	3.624	-0.469	0.000	1.757	3.624	47952.915	1740153406.874
532.800	-0.031	0.000	532.425	532.366	7.989	0.147	3.626	-1.066	0.000	0.119	3.626	1170665.563	1740153407.183
533.000	-0.017	0.000	532.624	532.569	8.499	1.207	3.627	-0.130	0.000	1.176	3.627	98068.952	1740153407.485
533.200	-0.018	0.000	532.837	532.768	7.672	2.246	3.628	0.937	0.000	2.198	3.628	670586.389	1740153407.810
533.400	-0.002	0.000	532.993	532.950	6.794	3.134	3.630	0.553	0.000	-0.433	3.630	48685.885	1740153408.073
533.600	0.014	0.000	533.188	533.137	5.403	3.981	3.631	0.144	0.000	0.459	3.631	18341.697	1740153408.339
533.800	0.058	0.000	533.407	533.338	5.365	4.716	3.632	-0.864	0.000	1.171	3.632	824456.397	1740153408.666
534.000	0.045	0.000	533.618	533.556	5.562	5.655	3.634	-0.744	0.000	2.134	3.634	297301.757	1740153408.988
534.200	0.009	0.000	533.819	533.764	4.732	0.319	3.635	0.226	0.000	0.289	3.635	324924.861	1740153409.285
534.400	-0.018	0.000	534.036	533.967	4.399	1.070	3.636	0.282	0.000	1.030	3.636	92784.837	1740153409.614
534.600	-0.032	0.000	534.236	534.176	5.084	1.946	3.638	0.324	0.000	1.909	3.638	17487.785	1740153409.920
534.800	0.004	0.000	534.444	534.383	4.658	2.776	3.639	0.114	0.000	-0.693	3.639	21155.720	1740153410.235
535.000	-0.050	0.000	534.631	534.570	4.932	3.675	3.641	0.461	0.000	0.264	3.641	156137.032	1740153410.550
535.200	-0.041	0.000	534.834	534.772	4.814	4.557	3.642	0.047	0.000	1.135	3.642	40586.132	1740153410.867
535.400	0.008	0.000	535.031	534.972	4.769	5.372	3.643	-0.245	0.000	1.940	3.643	2.485	1740153411.173
535.600	-0.043	0.000	535.231	535.174	4.062	6.221	3.645	0.218	0.000	-0.090	3.645	549924.319	1740153411.469
535.800	0.011	0.000	535.391	535.345	4.373	0.489	3.646	-0.106	0.000	0.459	3.646	5352.009	1740153411.756
536.000	0.043	0.000	535.592	535.541	5.950	1.316	3.647	-1.069	0.000	1.282	3.647	2836806.593	1740153412.027
536.200	-0.083	0.000	535.810	535.747	5.337	2.322	3.649	0.885	0.000	2.293	3.649	827351.103	1740153412.354
536.400	0.047	0.000	536.029	535.962	6.354	3.256	3.650	0.574	0.000	-0.077	3.650	198747.449	1740153412.680
536.600	-0.004	0.000	536.219	536.165	6.500	4.304	3.651	0.058	0.000	0.997	3.651	108477.472	1740153412.983
536.800	0.023	0.000	536.422	536.362	5.694	5.048	3.653	-0.285	0.000	1.741	3.653	23575.681	1740153413.294
537.000	0.025	0.000	536.626	536.567	7.186	5.984	3.654	-1.293	0.000	-0.324	3.654	1735532.709	1740153413.613
537.200	-0.016	0.000	536.828	536.773	6.814	0.872	3.655	0.167	0.000	0.850	3.655	13094.756	1740153413.905
537.400	0.046	0.000	537.046	536.974	5.618	1.630	3.657	0.123	0.000	1.598	3.657	12423.222	1740153414.246
537.600	-0.013	0.000	537.228	537.173	6.953	2.455	3.658	-0.070	0.000	2.418	3.658	486587.545	1740153414.546
537.800	-0.013	0.000	537.426	537.367	5.987	3.593	3.660	0.230	0.000	0.349	3.660	30164.634	1740153414.853
538.000	-0.035	0.000	537.631	537.568	4.899	4.201	3.661	-0.242	0.000	1.004	3.661	197583.994	1740153415.179
538.200	-0.003	0.000	537.828	537.773	6.512	5.145	3.662	-0.030	0.000	1.928	3.662	136625.976	1740153415.469
538.400	-0.009	0.000	537.987	537.943	5.724	6.000	3.664	-0.907	0.000	-0.293	3.664	680670.312	1740153415.743
538.600	0.019	0.000	538.203	538.144	5.553	0.516	3.665	0.448	0.000	0.483	3.665	943412.881	1740153416.040
538.800	-0.052	0.000	538.367	538.326	6.291	1.412	3.666	0.345	0.000	1.389	3.666	109179.687	1740153416.300
539.000	-0.034	0.000	538.592	538.527	5.362	2.283	3.668	-0.156	0.000	2.237	3.668	394298.208	1740153416.615
539.200	-0.089	0.000	538.811	538.746	5.482	3.195	3.669	0.311	0.000	0.054	3.669	12258.825	1740153416.948
539.400	0.035	0.000	539.011	538.959	5.385	4.273	3.670	-0.565	0.000	1.164	3.670	670351.845	1740153417.227
539.600	0.018	0.000	539.232	539.163	4.436	5.100	3.672	-0.260	0.000	1.994	3.672	34819.429	1740153417.554
539.800	-0.049	0.000	539.423	539.365	4.513	5.844	3.673	-0.046	0.000	-0.473	3.673	36494.615	1740153417.865
540.000	-0.010	0.000	539.623	539.564	4.526	0.455	3.675	0.255	0.000	0.423	3.675	348239.294	1740153418.171
540.200	-0.004	0.000	539.831	539.770	4.396	1.166	3.676	0.173	0.000	1.146	3.676	6411.718	1740153418.501
540.400	0.030	0.000	540.023	539.971	5.243	2.049	3.677	0.235	0.000	2.012	3.677	172.058	1740153418.780
540.600	-0.002	0.000	540.242	540.175	4.890	2.929	3.679	0.642	0.000	-0.090	3.679	450126.513	1740153419.110
540.800	-0.011	0.000	540.434	540.374	5.700	3.803	3.680	0.178	0.000	0.809	3.680	5483.147	1740153419.427
541.000	0.065	0.000	540.627	540.571	6.378	4.773	3.681	0.094	0.000	1.792	3.681	329679.122	1740153419.724
541.200	-0.064	0.000	540.784	540.745	5.370	5.585	3.683	-0.366	0.000	2.580	3.683	32794.791	1740153419.968
541.400	-0.040	0.000	540.964	540.916	5.606	6.238	3.684	-1.203	0.000	-0.080	3.684	1795188.674	1740153420.240
541.600	0.037	0.000	541.184	541.122	6.330	1.097	3.685	-0.147	0.000	1.062	3.685	58761.018	1740153420.546
541.800	-0.036	0.000	541.403	541.345	4.858	1.923	3.687	0.657	0.000	1.900	3.687	366404.838	1740153420.850
542.000	-0.017	0.000	541.564	541.522	6.194	2.601	3.688	0.661	0.000	-0.314	3.688	313550.253	1740153421.109
542.200	0.050	0.000	541.756	541.710	6.324	3.823	3.690	-0.303	0.000	0.923	3.690	331202.236	1740153421.355
542.400	0.027	0.000	541.939	541.891	3.947	4.366	3.691	0.336	0.000	1.505	3.691	260906.316	1740153421.607
542.600	0.000	0.000	542.171	542.104	5.627	5.208	3.692	-0.491	0.000	2.321	3.692	59568.247	1740153421.900
542.800	-0.016	0.000	542.420	542.338	4.259	0.100	3.694	-0.928	0.000	0.083	3.694	1286393.040	1740153422.235
543.000	0.007	0.000	542.617	542.554	5.370	0.683	3.695	-0.010	0.000	0.674	3.695	10098.144	1740153422.552
543.200	-0.000	0.000	542.823	542.764	6.615	1.922	3.696	0.693	0.000	1.880	3.696	274321.618	1740153422.853
543.400	-0.055	0.000	542.987	542.944	4.194	2.844	3.698	-0.203	0.000	0.030	3.698	146233.914	1740153423.120
543.600	-0.051	0.000	543.196	543.138	5.320	3.327	3.699	0.080	0.000	0.552	3.699	110463.290	1740153423.423
543.800	-0.005	0.000	543.420	543.356	5.511	4.644	3.700	0.144	0.000	1.859	3.700	169255.517	1740153423.749
544.000	-0.019	0.000	543.621	543.563	3.597	5.246	3.702	-1.009	0.000	2.498	3.702	1620565.742	1740153424.052
544.200	-0.026	0.000	543.825	543.765	5.351	6.002	3.703	0.074	0.000	-0.308	3.703	124377.887	1740153424.364
544.400	-0.053	0.000	544.030	543.973	5.002	0.866	3.704	0.221	0.000	0.832	3.704	243598.841	1740153424.669
544.600	-0.004	0.000	544.217	544.162	4.475	1.305	3.706	0.640	0.000	1.281	3.706	865857.359	1740153424.974
544.800	-0.023	0.000	544.424	544.364	6.979	2.240	3.707	0.003	0.000	2.195	3.707	425664.082	1740153425.291
545.000	0.044	0.000	544.634	544.570	5.946	3.431	3.709	-0.122	0.000	0.754	3.709	189615.542	1740153425.601
545.200	0.044	0.000	544.829	544.771	6.501	4.050	3.710	-0.262	0.000	1.394	3.710	98906.078	1740153425.896
545.400	0.006	0.000	544.988	544.942	8.197	5.094	3.711	-0.863	0.000	2.418	3.711	770232.405	1740153426.167
545.600	-0.039	0.000	545.207	545.145	6.889	6.176	3.713	0.011	0.000	-0.131	3.713	173269.594	1740153426.490
545.800	0.046	0.000	545.418	545.360	6.619	0.698	3.714	-0.106	0.000	0.683	3.714	3378.063	1740153426.779
546.000	0.008	0.000	545.633	545.565	6.985	1.892	3.715	-0.314	0.000	1.848	3.715	714053.817	1740153427.098
546.200	0.017	0.000	545.785	545.743	5.354	2.650	3.717	0.551	0.000	0.059	3.717	72095.000	1740153427.371
546.400	0.002	0.000	546.000	545.942	5.354	3.405	3.718	0.396	0.000	0.831	3.718	65955.612	1740153427.663
546.600	0.010	0.000	546.216	546.155	5.298	4.373	3.719	-0.148	0.000	1.815	3.719	5384.253	1740153427.981
546.800	-0.008	0.000	546.437	546.367	5.763	5.276	3.721	0.100	0.000	2.703	3.721	347835.293	1740153428.309
547.000	0.018	0.000	546.621	546.566	5.487	6.272	3.722	-0.491	0.000	-0.039	3.722	48612.306	1740153428.609
547.200	0.025	0.000	546.828	546.768	4.671	0.839	3.724	0.322	0.000	0.822	3.724	183983.853	1740153428.929
547.400	0.026	0.000	547.027	546.970	4.890	1.702	3.725	0.831	0.000	1.667	3.725	741365.083	1740153429.211
547.600	-0.019	0.000	547.190	547.144	4.599	2.680	3.726	-0.219	0.000	0.171	3.726	536772.022	1740153429.494
547.800	0.027	0.000	547.403	547.344	3.306	3.416	3.728	-0.182	0.000	0.936	3.728	198941.444	1740153429.788
548.000	0.010	0.000	547.616	547.553	3.634	4.127	3.729	0.462	0.000	1.671	3.729	368406.826	1740153430.090
548.200	-0.038	0.000	547.822	547.761	3.165	4.938	3.730	0.123	0.000	2.491	3.730	127335.494	1740153430.403
548.400	-0.048	0.000	547.987	547.943	3.578	5.426	3.732	0.059	0.000	2.988	3.732	30348.633	1740153430.660
548.600	0.059	0.000	548.178	548.124	4.395	6.272	3.733	0.677	0.000	-0.041	3.733	1769289.501	1740153430.931
548.800	-0.033	0.000	548.384	548.322	4.818	1.024	3.734	0.124	0.000	1.007	3.734	155293.484	1740153431.233
549.000	-0.068	0.000	548.606	548.541	4.592	1.952	3.736	-0.261	0.000	1.909	3.736	574534.005	1740153431.556
549.200	0.015	0.000	548.816	548.756	5.013	2.944	3.737	0.371	0.000	0.568	3.737	27915.844	1740153431.861
549.400	0.007	0.000	549.017	548.961	4.325	3.867	3.739	0.581	0.000	1.530	3.739	596826.852	1740153432.155
549.600	0.041	0.000	549.238	549.168	5.005	4.689	3.740	-0.770	0.000	2.335	3.740	898415.912	1740153432.490
549.800	-0.030	0.000	549.422	549.368	4.751	5.722	3.741	0.009	0.000	-0.605	3.741	165749.065	1740153432.795
550.000	-0.012	0.000	549.625	549.566	4.112	0.068	3.743	-0.355	0.000	0.046	3.743	36410.449	1740153433.103
550.200	-0.050	0.000	549.832	549.768	5.911	0.986	3.744	0.177	0.000	0.976	3.744	94756.969	1740153433.405
550.400	-0.009	0.000	550.034	549.973	5.401	2.175	3.745	0.615	0.000	2.136	3.745	300791.616	1740153433.725
550.600	-0.022	0.000	550.241	550.174	4.604	2.917	3.747	-0.070	0.000	0.676	3.747	110117.542	1740153434.044
550.800	0.012	0.000	550.435	550.374	5.134	3.840	3.748	-0.464	0.000	1.613	3.748	520647.145	1740153434.371
551.000	0.013	0.000	550.632	550.577	4.583	4.878	3.749	0.413	0.000	2.633	3.749	665261.372	1740153434.671
551.200	-0.082	0.000	550.834	550.771	3.891	5.498	3.751	0.098	0.000	3.278	3.751	231752.658	1740153434.976
551.400	0.048	0.000	551.030	550.973	4.672	0.019	3.752	-0.785	0.000	-0.006	3.752	716794.940	1740153435.280
551.600	0.011	0.000	551.194	551.146	4.248	0.966	3.753	1.206	0.000	0.929	3.753	3455417.728	1740153435.556
551.800	0.035	0.000	551.411	551.347	4.407	1.511	3.755	-0.073	0.000	1.463	3.755	109.502	1740153435.873
552.000	0.008	0.000	551.612	551.555	5.445	2.551	3.756	0.100	0.000	0.386	3.756	28754.659	1740153436.173
552.200	-0.046	0.000	551.825	551.767	5.080	3.586	3.758	0.525	0.000	1.450	3.758	171366.290	1740153436.496
552.400	0.000	0.000	552.020	551.963	5.311	4.422	3.759	0.332	0.000	2.296	3.759	234245.154	1740153436.804
552.600	0.024	0.000	552.223	552.164	5.290	5.381	3.760	-0.124	0.000	3.253	3.760	1821.511	1740153437.110
552.800	0.002	0.000	552.427	552.366	5.041	6.233	3.762	0.316	0.000	-0.078	3.762	517302.147	1740153437.435
553.000	-0.062	0.000	552.628	552.570	5.223	0.793	3.763	-0.756	0.000	0.769	3.763	989900.061	1740153437.730
553.200	0.016	0.000	552.843	552.777	5.918	1.850	3.764	0.173	0.000	1.814	3.764	654.734	1740153438.060
553.400	-0.027	0.000	553.028	552.972	5.510	2.648	3.766	-0.027	0.000	0.584	3.766	61208.355	1740153438.365
553.600	0.054	0.000	553.225	553.169	6.462	3.634	3.767	0.461	0.000	1.608	3.767	157093.943	1740153438.695
553.800	0.042	0.000	553.422	553.371	5.570	4.792	3.768	0.119	0.000	2.778	3.768	168517.279	1740153438.995
554.000	-0.010	0.000	553.611	553.563	4.600	5.552	3.770	0.132	0.000	3.533	3.770	182720.314	1740153439.285
554.200	0.055	0.000	553.840	553.771	4.113	0.161	3.771	-0.099	0.000	0.139	3.771	9886.169	1740153439.610
554.400	0.027	0.000	554.030	553.968	3.673	0.852	3.773	0.297	0.000	0.818	3.773	294801.264	1740153439.924
554.600	-0.015	0.000	554.230	554.169	4.609	1.664	3.774	0.669	0.000	1.654	3.774	707588.024	1740153440.244
554.800	-0.010	0.000	554.423	554.368	4.701	2.681	3.775	-0.308	0.000	0.726	3.775	479631.634	1740153440.532
555.000	-0.021	0.000	554.626	554.567	4.059	3.572	3.777	0.175	0.000	1.659	3.777	3580.984	1740153440.847
555.200	0.013	0.000	554.843	554.773	4.186	4.524	3.778	0.045	0.000	2.619	3.778	18866.007	1740153441.178
555.400	0.028	0.000	555.030	554.972	3.723	5.477	3.779	-0.074	0.000	3.566	3.779	3898.174	1740153441.497
555.600	0.056	0.000	555.228	555.171	3.133	6.176	3.781	-0.268	0.000	-0.142	3.781	14035.302	1740153441.796
555.800	0.042	0.000	555.397	555.352	3.293	0.608	3.782	-0.751	0.000	0.586	3.782	921102.035	1740153442.053
556.000	-0.013	0.000	555.593	555.536	3.387	1.436	3.783	-0.166	0.000	1.401	3.783	100086.224	1740153442.359
556.200	-0.046	0.000	555.775	555.731	3.020	2.174	3.785	0.376	0.000	2.157	3.785	182743.371	1740153442.599
556.400	-0.039	0.000	556.004	555.935	3.395	3.083	3.786	0.059	0.000	1.247	3.786	22744.645	1740153442.924
556.600	0.005	0.000	556.213	556.149	2.939	4.151	3.788	0.679	0.000	2.346	3.788	810213.069	1740153443.246
556.800	0.050	0.000	556.419	556.361	2.783	4.808	3.789	-0.092	0.000	3.012	3.789	6049.481	1740153443.557
557.000	0.054	0.000	556.628	556.566	2.998	5.654	3.790	-0.054	0.000	-0.638	3.790	73161.828	1740153443.869
557.200	0.043	0.000	556.827	556.767	2.613	0.275	3.792	0.158	0.000	0.256	3.792	88319.153	1740153444.174
557.400	-0.044	0.000	557.034	556.974	2.938	0.948	3.793	-0.289	0.000	0.930	3.793	86281.309	1740153444.495
557.600	-0.000	0.000	557.253	557.181	3.335	2.038	3.794	-0.441	0.000	2.019	3.794	894857.145	1740153444.828
557.800	-0.009	0.000	557.443	557.383	2.728	2.820	3.796	-0.066	0.000	1.108	3.796	44203.398	1740153445.150
558.000	0.001	0.000	557.636	557.579	2.864	3.493	3.797	-0.612	0.000	1.805	3.797	948532.774	1740153445.463
558.200	-0.011	0.000	557.831	557.775	3.150	4.267	3.798	-0.090	0.000	2.568	3.798	30720.133	1740153445.756
558.400	0.021	0.000	558.030	557.971	4.104	4.893	3.800	0.151	0.000	3.226	3.800	103374.331	1740153446.077
558.600	0.017	0.000	558.234	558.175	5.604	6.062	3.801	0.269	0.000	-0.248	3.801	531824.204	1740153446.400
558.800	-0.044	0.000	558.432	558.372	5.295	0.882	3.802	0.065	0.000	0.867	3.802	24296.909	1740153446.705
559.000	-0.004	0.000	558.628	558.568	4.680	1.751	3.804	-0.108	0.000	1.728	3.804	103902.606	1740153447.021
559.200	0.016	0.000	558.830	558.772	5.119	2.678	3.805	0.012	0.000	1.082	3.805	114773.166	1740153447.343
559.400	0.026	0.000	559.025	558.971	4.482	3.661	3.807	0.446	0.000	2.069	3.807	207493.764	1740153447.625
559.600	-0.008	0.000	559.190	559.143	4.258	4.350	3.808	0.084	0.000	2.758	3.808	192459.892	1740153447.909
559.800	-0.002	0.000	559.404	559.345	4.305	5.202	3.809	-0.065	0.000	3.636	3.809	582.488	1740153448.214
560.000	0.003	0.000	559.607	559.553	3.687	6.091	3.811	0.130	0.000	-0.243	3.811	208497.448	1740153448.514
560.200	-0.002	0.000	559.832	559.762	4.374	0.644	3.812	0.032	0.000	0.613	3.812	37640.910	1740153448.848
560.400	-0.020	0.000	560.025	559.969	4.558	1.681	3.813	-0.358	0.000	1.637	3.813	283499.540	1740153449.151
560.600	-0.025	0.000	560.224	560.166	3.910	2.474	3.815	0.291	0.000	2.440	3.815	11341.600	1740153449.476
560.800	0.012	0.000	560.424	560.370	4.260	3.343	3.816	-0.063	0.000	1.843	3.816	56531.865	1740153449.775
561.000	-0.038	0.000	560.620	560.561	4.219	4.263	3.817	0.136	0.000	2.791	3.817	29251.981	1740153450.064
561.200	-0.021	0.000	560.844	560.771	3.690	5.028	3.819	-0.031	0.000	3.566	3.819	28243.053	1740153450.392
561.400	0.041	0.000	561.030	560.971	4.283	5.834	3.820	-0.240	0.000	-0.487	3.820	7351.751	1740153450.708
