Frequency Set (GHz)	THz Photocurrent (nA)	Delay Length (mm)	Frequency Act (GHz)	(Frequency corr. smooth (GHz))	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Offset Fit	Amplitude FFT	Phase FFT	Frequency FFT	Offset FFT	Timestamp (s)
260.600	0.000	0.000	260.219	260.165	25.878	2.708	1.773	-2.824	0.000	3.597	1.773	4119537.764	1740152989.556
260.800	-0.077	0.000	260.441	260.368	18.670	3.624	1.775	-2.761	0.000	3.611	1.775	8875635.704	1740152989.904
261.000	0.014	0.000	260.623	260.570	13.617	4.413	1.776	0.492	0.000	4.380	1.776	419697.497	1740152990.203
261.200	-0.003	0.000	260.825	260.769	13.190	4.772	1.777	-0.036	0.000	4.743	1.777	171414.151	1740152990.506
261.400	-0.022	0.000	261.024	260.965	15.989	5.484	1.779	1.545	0.000	5.454	1.779	886456.433	1740152990.835
261.600	0.008	0.000	261.225	261.171	18.973	6.128	1.780	2.144	0.000	0.827	1.780	2656154.253	1740152991.113
261.800	-0.009	0.000	261.443	261.369	28.817	0.933	1.781	2.023	0.000	1.913	1.781	5141113.114	1740152991.455
262.000	-0.014	0.000	261.627	261.574	27.846	2.073	1.783	-3.097	0.000	3.066	1.783	7042174.709	1740152991.760
262.200	0.008	0.000	261.831	261.771	29.112	2.950	1.784	-4.311	0.000	2.943	1.784	14681884.105	1740152992.079
262.400	-0.034	0.000	262.031	261.973	29.424	3.950	1.786	-1.248	0.000	3.926	1.786	746296.176	1740152992.385
262.600	0.037	0.000	262.228	262.168	26.603	4.902	1.787	1.759	0.000	4.874	1.787	1799148.101	1740152992.689
262.800	0.043	0.000	262.438	262.379	28.118	5.882	1.788	4.066	0.000	5.872	1.788	11611945.704	1740152993.004
263.000	0.001	0.000	262.584	262.543	24.653	0.473	1.790	2.299	0.000	1.555	1.790	4562741.102	1740152993.260
263.200	0.042	0.000	262.805	262.741	19.192	1.475	1.791	-0.229	0.000	2.558	1.791	1548.816	1740152993.565
263.400	0.017	0.000	263.018	262.956	15.572	2.066	1.792	-1.181	0.000	3.167	1.792	326646.558	1740152993.885
263.600	0.012	0.000	263.220	263.159	18.725	2.977	1.794	-2.914	0.000	2.966	1.794	7252086.708	1740152994.200
263.800	-0.064	0.000	263.432	263.367	14.811	3.771	1.795	-1.227	0.000	3.757	1.795	1076055.193	1740152994.536
264.000	-0.031	0.000	263.629	263.573	20.842	4.466	1.796	0.295	0.000	4.440	1.796	49338.307	1740152994.840
264.200	-0.096	0.000	263.826	263.770	20.109	5.614	1.798	3.137	0.000	5.605	1.798	7113294.315	1740152995.138
264.400	-0.007	0.000	264.030	263.971	22.189	0.205	1.799	2.733	0.000	1.391	1.799	5040869.626	1740152995.451
264.600	0.028	0.000	264.232	264.168	18.275	1.347	1.801	-0.031	0.000	2.538	1.801	92055.276	1740152995.785
264.800	-0.048	0.000	264.423	264.371	13.541	2.178	1.802	-1.860	0.000	3.377	1.802	2798259.457	1740152996.093
265.000	-0.083	0.000	264.621	264.568	12.719	2.674	1.803	-2.300	0.000	3.907	1.803	4363955.100	1740152996.391
265.200	-0.003	0.000	264.823	264.766	14.540	3.558	1.805	-1.422	0.000	3.549	1.805	993119.044	1740152996.708
265.400	0.026	0.000	265.027	264.971	13.465	4.355	1.806	0.629	0.000	4.331	1.806	708547.916	1740152997.008
265.600	-0.072	0.000	265.225	265.162	13.802	5.084	1.807	0.637	0.000	5.068	1.807	655.188	1740152997.329
265.800	0.006	0.000	265.423	265.367	17.336	6.007	1.809	2.560	0.000	1.014	1.809	4023075.776	1740152997.636
266.000	0.001	0.000	265.630	265.566	13.785	0.623	1.810	1.621	0.000	1.931	1.810	2386512.080	1740152997.969
266.200	0.016	0.000	265.827	265.774	14.688	1.298	1.811	0.241	0.000	2.618	1.811	324316.949	1740152998.260
266.400	0.018	0.000	266.030	265.973	16.162	2.149	1.813	-0.906	0.000	3.479	1.813	22528.892	1740152998.578
266.600	-0.034	0.000	266.239	266.172	17.595	2.964	1.814	-1.781	0.000	2.954	1.814	773367.809	1740152998.905
266.800	-0.016	0.000	266.425	266.372	20.155	3.778	1.815	-1.402	0.000	3.770	1.815	1080188.382	1740152999.205
267.000	0.045	0.000	266.626	266.567	21.295	4.761	1.817	0.595	0.000	4.742	1.817	76434.633	1740152999.523
267.200	-0.047	0.000	266.830	266.769	23.187	5.451	1.818	2.620	0.000	5.436	1.818	2073814.630	1740152999.814
267.400	-0.009	0.000	267.039	266.969	30.545	0.311	1.820	2.855	0.000	1.731	1.820	2953113.165	1740153000.144
267.600	-0.034	0.000	267.234	267.174	27.340	1.285	1.821	0.010	0.000	2.709	1.821	121343.473	1740153000.455
267.800	-0.056	0.000	267.433	267.372	34.901	2.180	1.822	-3.772	0.000	3.616	1.822	4556234.297	1740153000.776
268.000	-0.003	0.000	267.628	267.572	32.659	3.434	1.824	-3.325	0.000	3.432	1.824	4034555.829	1740153001.092
268.200	-0.061	0.000	267.825	267.772	28.889	4.326	1.825	-0.481	0.000	4.310	1.825	586308.320	1740153001.374
268.400	-0.005	0.000	268.032	267.972	27.861	5.305	1.826	3.048	0.000	5.285	1.826	3239351.995	1740153001.705
268.600	-0.029	0.000	268.223	268.166	23.472	0.018	1.828	2.584	0.000	1.534	1.828	1704902.241	1740153002.013
268.800	0.078	0.000	268.430	268.370	23.901	0.887	1.829	1.081	0.000	2.407	1.829	737917.807	1740153002.335
269.000	-0.011	0.000	268.627	268.571	18.081	2.050	1.830	-1.952	0.000	3.573	1.830	1664759.092	1740153002.653
269.200	-0.003	0.000	268.825	268.769	13.929	2.756	1.832	-2.031	0.000	4.307	1.832	1847431.676	1740153002.949
269.400	-0.020	0.000	269.033	268.974	9.189	3.491	1.833	-1.042	0.000	3.484	1.833	451344.551	1740153003.275
269.600	0.023	0.000	269.231	269.171	11.198	3.853	1.835	-0.620	0.000	3.852	1.835	131322.908	1740153003.593
269.800	-0.031	0.000	269.425	269.369	12.065	4.595	1.836	-0.078	0.000	4.561	1.836	207455.391	1740153003.900
270.000	-0.040	0.000	269.622	269.565	16.226	5.203	1.837	1.843	0.000	5.180	1.837	1471067.741	1740153004.213
270.200	-0.050	0.000	269.822	269.768	23.313	0.125	1.839	3.273	0.000	1.764	1.839	5901153.242	1740153004.499
270.400	0.020	0.000	270.036	269.972	19.160	1.219	1.840	-0.218	0.000	2.849	1.840	12810.179	1740153004.825
270.600	0.030	0.000	270.225	270.170	20.112	1.989	1.841	-2.524	0.000	3.633	1.841	3752825.473	1740153005.139
270.800	0.004	0.000	270.420	270.365	19.433	3.095	1.843	-2.950	0.000	3.092	1.843	4595647.793	1740153005.444
271.000	0.022	0.000	270.593	270.547	17.296	3.856	1.844	-1.047	0.000	3.845	1.844	556698.364	1740153005.698
271.200	0.012	0.000	270.802	270.738	17.704	4.723	1.845	1.507	0.000	4.699	1.845	1444625.399	1740153006.023
271.400	-0.000	0.000	271.014	270.954	14.491	5.733	1.847	2.554	0.000	5.717	1.847	3933339.801	1740153006.326
271.600	0.015	0.000	271.222	271.160	14.376	0.085	1.848	1.707	0.000	1.829	1.848	1041303.260	1740153006.654
271.800	0.002	0.000	271.416	271.365	15.950	0.905	1.850	1.112	0.000	2.652	1.850	1195960.958	1740153006.939
272.000	0.072	0.000	271.635	271.566	16.944	1.919	1.851	-1.659	0.000	3.662	1.851	869360.030	1740153007.268
272.200	-0.015	0.000	271.826	271.768	17.486	2.657	1.852	-2.168	0.000	4.435	1.852	864259.899	1740153007.569
272.400	0.013	0.000	272.032	271.968	20.042	3.749	1.854	-1.194	0.000	3.744	1.854	240380.650	1740153007.887
272.600	-0.019	0.000	272.232	272.173	16.587	4.723	1.855	0.957	0.000	4.696	1.855	197835.406	1740153008.203
272.800	-0.009	0.000	272.425	272.370	18.079	5.549	1.856	2.589	0.000	5.528	1.856	2436529.915	1740153008.499
273.000	-0.053	0.000	272.646	272.574	15.419	0.293	1.858	0.734	0.000	2.147	1.858	125464.650	1740153008.829
273.200	-0.023	0.000	272.833	272.774	14.676	1.119	1.859	0.079	0.000	2.970	1.859	16941.574	1740153009.142
273.400	-0.028	0.000	273.030	272.973	12.808	1.994	1.860	-0.949	0.000	3.859	1.860	44117.386	1740153009.450
273.600	-0.002	0.000	273.229	273.170	10.253	2.720	1.862	-1.427	0.000	4.617	1.862	583628.770	1740153009.777
273.800	0.010	0.000	273.426	273.373	11.675	3.310	1.863	-1.947	0.000	3.324	1.863	2589003.282	1740153010.068
274.000	0.001	0.000	273.633	273.570	12.431	4.318	1.864	0.357	0.000	4.299	1.864	303920.804	1740153010.398
274.200	-0.067	0.000	273.827	273.771	11.135	5.076	1.866	0.645	0.000	5.057	1.866	11.285	1740153010.698
274.400	0.006	0.000	274.028	273.967	11.271	5.680	1.867	1.370	0.000	5.667	1.867	270905.787	1740153011.019
274.600	-0.030	0.000	274.223	274.171	15.304	0.197	1.869	1.843	0.000	2.163	1.869	1234980.598	1740153011.309
274.800	0.039	0.000	274.431	274.368	17.189	1.141	1.870	0.677	0.000	3.110	1.870	857553.403	1740153011.630
275.000	0.005	0.000	274.648	274.581	19.337	2.103	1.871	-2.426	0.000	4.074	1.871	2245543.117	1740153011.955
275.200	-0.002	0.000	274.831	274.770	19.653	2.959	1.873	-2.397	0.000	2.958	1.873	1211472.571	1740153012.273
275.400	0.006	0.000	275.023	274.968	23.863	3.848	1.874	-2.176	0.000	3.840	1.874	3834123.897	1740153012.571
275.600	0.034	0.000	275.195	275.150	25.495	4.945	1.875	2.562	0.000	4.916	1.875	2914990.570	1740153012.830
275.800	-0.010	0.000	275.397	275.336	22.188	5.713	1.877	2.770	0.000	5.693	1.877	1700987.114	1740153013.130
276.000	-0.014	0.000	275.612	275.546	24.365	0.496	1.878	1.465	0.000	2.572	1.878	72216.168	1740153013.451
276.200	0.069	0.000	275.823	275.762	21.566	1.622	1.879	-0.997	0.000	3.686	1.879	84122.355	1740153013.767
276.400	-0.026	0.000	276.030	275.970	20.476	2.409	1.881	-2.540	0.000	4.495	1.881	1805532.393	1740153014.073
276.600	0.065	0.000	276.236	276.175	21.215	3.383	1.882	-2.276	0.000	3.386	1.882	1548881.129	1740153014.399
276.800	0.016	0.000	276.420	276.369	19.677	4.363	1.884	-0.852	0.000	4.348	1.884	2256400.420	1740153014.703
277.000	0.025	0.000	276.624	276.564	18.326	5.169	1.885	0.942	0.000	5.141	1.885	158108.249	1740153015.014
277.200	-0.040	0.000	276.822	276.764	18.957	6.112	1.886	3.134	0.000	1.992	1.886	4754730.033	1740153015.313
277.400	-0.012	0.000	277.025	276.968	15.590	0.805	1.888	1.560	0.000	2.980	1.888	2636766.655	1740153015.625
277.600	-0.060	0.000	277.187	277.144	14.977	1.606	1.889	-0.926	0.000	3.777	1.889	161564.960	1740153015.882
277.800	-0.041	0.000	277.407	277.339	10.493	2.459	1.890	-1.667	0.000	4.651	1.890	1247713.427	1740153016.199
278.000	-0.044	0.000	277.614	277.552	8.838	3.063	1.892	-1.310	0.000	3.059	1.892	708904.509	1740153016.505
278.200	0.046	0.000	277.824	277.765	10.861	3.520	1.893	-1.419	0.000	3.514	1.893	1472855.161	1740153016.807
278.400	-0.031	0.000	277.977	277.937	15.414	4.398	1.894	0.498	0.000	4.374	1.894	236770.665	1740153017.090
278.600	0.045	0.000	278.203	278.145	17.450	5.443	1.896	1.925	0.000	5.425	1.896	577858.046	1740153017.373
278.800	-0.026	0.000	278.427	278.350	17.024	0.275	1.897	1.950	0.000	2.562	1.897	1145653.339	1740153017.699
279.000	0.022	0.000	278.625	278.563	15.067	1.310	1.899	-0.331	0.000	3.593	1.899	46404.394	1740153018.012
279.200	-0.025	0.000	278.830	278.770	13.500	2.224	1.900	-1.701	0.000	4.525	1.900	926714.466	1740153018.332
279.400	-0.038	0.000	279.035	278.974	10.432	3.084	1.901	-1.256	0.000	3.088	1.901	310068.689	1740153018.645
279.600	-0.034	0.000	279.235	279.173	10.472	3.534	1.903	-1.133	0.000	3.530	1.903	624092.315	1740153018.948
279.800	0.003	0.000	279.431	279.373	13.473	4.520	1.904	-0.303	0.000	4.489	1.904	626915.111	1740153019.268
280.000	0.030	0.000	279.630	279.570	13.732	5.215	1.905	1.319	0.000	5.191	1.905	233189.175	1740153019.585
280.200	0.022	0.000	279.828	279.771	18.788	6.222	1.907	1.744	0.000	2.329	1.907	64601.223	1740153019.897
